doc_id,hotel_name,hotel_url,street,city,state,country,zip,class,price,num_reviews,CLEANLINESS,ROOM,SERVICE,LOCATION,VALUE,COMFORT,overall_ratingsource
china_shanghai_motel_168_shanghai_liuzhou_road,motel 168 shanghai liuzhou road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1050592-r44648713-Motel_168_Shanghai_Liuzhou_Road-Shanghai.html,no.427 liuzhou road  xuhui district,shanghai,-1,China,200233,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_vienna_hotel_shanghai_songjiang_river,vienna hotel shanghai songjiang river,http://www.tripadvisor.com/ShowUserReviews-g308272-d1407628-r45645394-Vienna_Hotel_Shanghai_Songjiang_River-Shanghai.html,no.1515 renmin north road  songjiang district,shanghai,-1,China,201666,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_home_inn_shanghai_wuzhong_road,home inn shanghai wuzhong road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1239281-r44648462-Home_Inn_Shanghai_Wuzhong_Road-Shanghai.html,no.2708 wuzhong road  minhang district,shanghai,-1,China,201105,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_motel_168_shanghai_pudong_avenue,motel 168 shanghai pudong avenue,http://www.tripadvisor.com/ShowUserReviews-g308272-d1050523-r15905499-Motel_168_Shanghai_Pudong_Avenue-Shanghai.html,no.1 lane 3040  pudong avenue  pudong new area,shanghai,-1,China,200129,-1,-1,2,3.5,3.0,3.0,3.5,3.5,0.0,3.3,
china_shanghai_grand_mercure_baolong_shanghai,grand mercure baolong shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d307550-r43276289-Grand_Mercure_Baolong_Shanghai-Shanghai.html,no.180 yixian road,shanghai,-1,China,200434,-1,-1,10,3.25,2.75,3.25,2.375,3.125,0.0,2.95,
china_shanghai_jinying_holiday_hotel,jinying holiday hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1402413-r48812350-Jinying_Holiday_Hotel-Shanghai.html,no.1010 hutai road  putuo district,shanghai,-1,China,200063,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_shanghai_nan_ya_hotel,shanghai nan ya hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d603392-r39819795-Shanghai_Nan_Ya_Hotel-Shanghai.html,no.1280 zhongshan road,shanghai,-1,China,200011,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_jinjiang_inn_shanghai_sichuan_north_road,jinjiang inn shanghai sichuan north road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1050804-r37123145-Jinjiang_Inn_Shanghai_Sichuan_North_Road-Shanghai.html,no.440 east baoxing road  zhabei district,shanghai,-1,China,200071,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_motel168_shanghai_dongfang_guomao,motel168 shanghai dongfang guomao,http://www.tripadvisor.com/ShowUserReviews-g308272-d1402293-r39742473-Motel168_Shanghai_Dongfang_Guomao-Shanghai.html,no.3777 hutai road  baoshan district,shanghai,-1,China,201900,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_home_inn_shanghai_zhongshan_north_road,home inn shanghai zhongshan north road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1239270-r45380092-Home_Inn_Shanghai_Zhongshan_North_Road-Shanghai.html,no.38 lantian road  putuo district,shanghai,-1,China,200063,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_new_westlake_hotel,new westlake hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1157279-r28023903-New_Westlake_Hotel-Shanghai.html,no.22 lane 133  mao ming south road,shanghai,-1,China,200085,-1,-1,5,4.8,4.0,4.4,5.0,4.0,0.0,4.4399999999999995,
china_shanghai_fabulous_speed_resort_anting_xin_zhen,fabulous speed resort anting xin zhen,http://www.tripadvisor.com/ShowUserReviews-g308272-d518422-r45717915-Fabulous_Speed_Resort_Anting_Xin_Zhen-Shanghai.html,no.1 3 5 nan'ande road  anting new town,shanghai,-1,China,201805,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_hanting_express_shanghai_jinqiao,hanting express shanghai jinqiao,http://www.tripadvisor.com/ShowUserReviews-g308272-d1407788-r38232557-Hanting_Express_Shanghai_Jinqiao-Shanghai.html,no.26 leyuan road  pudong new district,shanghai,-1,China,201206,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_jinjiang_inn_shanghai_wuning,jinjiang inn shanghai wuning,http://www.tripadvisor.com/ShowUserReviews-g308272-d1050796-r39554216-Jinjiang_Inn_Shanghai_Wuning-Shanghai.html,no.2701 zhongshan north road  putuo district,shanghai,-1,China,200063,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_ketangjian_boutique_hotel_wuyuan_road,ketangjian boutique hotel wuyuan road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1456849-r39078411-KeTangJian_Boutique_Hotel_Wuyuan_Road-Shanghai.html,no.72 wuyuan road  xuhui district,shanghai,-1,China,200031,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_lucky_plaza_hote,lucky plaza hote,http://www.tripadvisor.com/ShowUserReviews-g308272-d1367998-r38133961-Lucky_Plaza_Hote-Shanghai.html,no. 2115 wuzhong road,shanghai,-1,China,201101,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_7_days_inn_shanghai_pudong_avenue,7 days inn shanghai pudong avenue,http://www.tripadvisor.com/ShowUserReviews-g308272-d1048715-r44648456-7_Days_Inn_Shanghai_Pudong_Avenue-Shanghai.html,no.2507 pudong avenue  pudong new district,shanghai,-1,China,200136,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_7_days_inn_shanghai_songjiang,7 days inn shanghai songjiang,http://www.tripadvisor.com/ShowUserReviews-g308272-d1231385-r44648689-7_Days_Inn_Shanghai_Songjiang-Shanghai.html,1-1 no.605 rongle east road  songjiang district,shanghai,-1,China,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_shanghai_yi_shi_da_hotel,shanghai yi shi da hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1051254-r39819783-Shanghai_Yi_Shi_Da_Hotel-Shanghai.html,9538 minhu road  xuhui district,shanghai,-1,China,200233,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_rendezvous_merry_hotel_shanghai,rendezvous merry hotel shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d307522-r43679039-Rendezvous_Merry_Hotel_Shanghai-Shanghai.html,no 396 yan'an road west  jing'an district,shanghai,-1,China,200040,-1,-1,17,3.4444444444444446,3.0,3.3333333333333335,2.7777777777777777,3.2222222222222223,0.0,3.1555555555555554,
china_shanghai_yafan_longmen_hotel,yafan longmen hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1422561-r50018382-Yafan_Longmen_Hotel-Shanghai.html,no.777 hengfeng road  zhabei district,shanghai,-1,China,200070,-1,-1,10,3.888888888888889,3.7777777777777777,3.2222222222222223,2.888888888888889,3.6666666666666665,0.0,3.4888888888888894,
china_shanghai_wu_gong_hotel,wu gong hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d535356-r47068754-Wu_Gong_Hotel-Shanghai.html,431 fushan rd  huangpu district,shanghai,-1,China,200001,-1,-1,3,3.3333333333333335,3.0,3.3333333333333335,5.0,4.333333333333333,0.0,3.8,
china_shanghai_24k_international_hotel_shanghai_xinhui_road,24k international hotel shanghai xinhui road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1407659-r44648684-24K_International_Hotel_Shanghai_Xinhui_Road-Shanghai.html,no.139 xinhui road  putuo district,shanghai,-1,China,200060,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_hanting_express_fudan_university,hanting express fudan university,http://www.tripadvisor.com/ShowUserReviews-g308272-d618954-r5925328-Hanting_Express_Fudan_University-Shanghai.html,no.2628 songhuajiang road  hongkou district,shanghai,-1,China,200497,-1,-1,1,4.0,4.0,4.0,3.0,5.0,0.0,4.0,
china_shanghai_best_western_pudong_sunshine_hotel,best western pudong sunshine hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d634202-r8056956-Best_Western_Pudong_Sunshine_Hotel-Shanghai.html,no.99 jinxin road  pudong new district,shanghai,-1,China,201206,-1,-1,1,3.0,3.0,2.0,1.0,2.0,0.0,2.2,
china_shanghai_park_hotel_shanghai,park hotel shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d307538-r48361372-Park_Hotel_Shanghai-Shanghai.html,no.170 nanjing west road  huangpu district,shanghai,-1,China,200003,-1,-1,33,3.0476190476190474,2.9523809523809526,2.857142857142857,4.476190476190476,3.4285714285714284,0.0,3.352380952380952,
china_shanghai_hanting_express_shanghai_hongkou_football_studio_second,hanting express shanghai hongkou football studio second,http://www.tripadvisor.com/ShowUserReviews-g308272-d1494764-r46445558-Hanting_Express_Shanghai_Hongkou_Football_Studio_Second-Shanghai.html,no. 420 xijiangwan road  hongkou district,shanghai,-1,China,200083,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_home_inn_shanghai_lujiabin_road,home inn shanghai lujiabin road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1239275-r37642295-Home_Inn_Shanghai_LuJiabin_Road-Shanghai.html,no.265 dalin road  huangpu district,shanghai,-1,China,200011,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_luwan_caimao_guest_house,luwan caimao guest house,http://www.tripadvisor.com/ShowUserReviews-g308272-d1488221-r34879990-Luwan_Caimao_Guest_House-Shanghai.html,no.809 huaihai road  fuli tower,shanghai,-1,China,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_ramada_plaza_hotel_sino_bay,ramada plaza hotel sino bay,http://www.tripadvisor.com/ShowUserReviews-g308272-d1050472-r38940660-Ramada_Plaza_Hotel_Sino_Bay-Shanghai.html,no.9 huanhua road  chemical industry park  fengxian district,shanghai,-1,China,201507,-1,-1,1,5.0,5.0,5.0,2.0,4.0,0.0,4.2,
china_shanghai_shanghai_literature_art_recreation_center,shanghai literature art recreation center,http://www.tripadvisor.com/ShowUserReviews-g308272-d1051258-r39742758-Shanghai_Literature_Art_Recreation_Center-Shanghai.html,no.200 yan'an west road  jing'an district,shanghai,-1,China,200040,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_fraser_suites_top_glory_shanghai,fraser suites top glory shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d1147445-r35916653-Fraser_Suites_Top_Glory_Shanghai-Shanghai.html,no.1 lane 600  central yincheng road  lujiazui  pudong new district,shanghai,-1,China,200120,-1,-1,1,5.0,5.0,5.0,4.0,5.0,0.0,4.8,
china_shanghai_pacific_hotel,pacific hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d307553-r21411600-Pacific_Hotel-Shanghai.html,no.108 nanjing west road  huangpu district,shanghai,-1,China,200003,-1,-1,21,2.75,2.75,2.875,4.3125,3.0,0.0,3.1375,
china_shanghai_7_days_inn_shanghai_hongqiao,7 days inn shanghai hongqiao,http://www.tripadvisor.com/ShowUserReviews-g308272-d1215514-r49235515-7_Days_Inn_Shanghai_Hongqiao-Shanghai.html,no.1050 wu zhong road,shanghai,-1,China,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_7_days_inn_shanghai_railway_station,7 days inn shanghai railway station,http://www.tripadvisor.com/ShowUserReviews-g308272-d1494751-r39742779-7_Days_Inn_Shanghai_Railway_Station-Shanghai.html,no. 999 zhonghuaxin road  zhabei district,shanghai,-1,China,200070,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_rayfont_shanghai_xuhui_hotel,rayfont shanghai xuhui hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1049451-r47559676-Rayfont_Shanghai_Xuhui_Hotel-Shanghai.html,no.7 zhaojiabang road  xuhui district,shanghai,-1,China,200032,-1,-1,4,4.25,4.0,4.0,2.75,4.0,0.0,3.8,
china_shanghai_howard_johnson_caida_plaza_shanghai,howard johnson caida plaza shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d866810-r32579629-Howard_Johnson_Caida_Plaza_Shanghai-Shanghai.html,no.188 wudong road  yangpu,shanghai,-1,China,200434,-1,-1,6,4.0,4.166666666666667,3.6666666666666665,2.6666666666666665,3.6666666666666665,0.0,3.633333333333333,
china_shanghai_7_days_inn_shanghai_zhizaoju_road,7 days inn shanghai zhizaoju road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1402333-r50201671-7_Days_Inn_Shanghai_Zhizaoju_Road-Shanghai.html,no.287 zhizaoju road  huangpu district,shanghai,-1,China,200002,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_7_days_inn_shanghai_baoshan,7 days inn shanghai baoshan,http://www.tripadvisor.com/ShowUserReviews-g308272-d1491327-r43037294-7_Days_Inn_Shanghai_Baoshan-Shanghai.html,no.40 jiaotong road  zhabei district,shanghai,-1,China,200071,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_jinjiang_inn_shanghai_henglong_plaza,jinjiang inn shanghai henglong plaza,http://www.tripadvisor.com/ShowUserReviews-g308272-d1448464-r32372405-Jinjiang_Inn_Shanghai_Henglong_Plaza-Shanghai.html,no.400 xikang road  jing'an district,shanghai,-1,China,200042,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_jiu_yu_hotel,jiu yu hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d597826-r31558016-Jiu_Yu_Hotel-Shanghai.html,no.299 xin xi rd  xin zhuang town,shanghai,-1,China,201100,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_phoenix_hotel,phoenix hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d614332-r35030899-Phoenix_Hotel-Shanghai.html,no.1690 kongjiang road  yangpu district,shanghai,-1,China,200092,-1,-1,1,5.0,4.0,5.0,5.0,5.0,0.0,4.8,
china_shanghai_jinjiang_inn_shanghai_huamu,jinjiang inn shanghai huamu,http://www.tripadvisor.com/ShowUserReviews-g308272-d1050811-r44648889-Jinjiang_Inn_Shanghai_Huamu-Shanghai.html,no.1121 pujian road  pudong new district,shanghai,-1,China,201204,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_shanghai_hotel,shanghai hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d455557-r37570889-Shanghai_Hotel-Shanghai.html,no.505 wulumuqi north road  jing'an district,shanghai,-1,China,200040,-1,-1,28,3.3157894736842106,3.263157894736842,3.1578947368421053,3.210526315789474,3.4210526315789473,0.0,3.2736842105263166,
china_shanghai_crowne_plaza_shanghai_fudan,crowne plaza shanghai fudan,http://www.tripadvisor.com/ShowUserReviews-g308272-d619842-r43304117-Crowne_Plaza_Shanghai_Fudan-Shanghai.html,no.199 handan road  shanghai  china,shanghai,-1,China,200433,-1,-1,46,4.837837837837838,4.702702702702703,4.54054054054054,2.918918918918919,4.45945945945946,0.0,4.291891891891892,
china_shanghai_zhao_an_hotel,zhao an hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d447307-r47478038-Zhao_An_Hotel-Shanghai.html,no.195 hengtong road,shanghai,-1,China,200070,-1,-1,30,3.3333333333333335,3.2857142857142856,3.0952380952380953,4.095238095238095,3.761904761904762,0.0,3.514285714285714,
china_shanghai_green_tree_inn_shanghai_hongqiao_airport,green tree inn shanghai hongqiao airport,http://www.tripadvisor.com/ShowUserReviews-g308272-d1307973-r39129364-Green_Tree_Inn_Shanghai_Hongqiao_Airport-Shanghai.html,no.1721 hami road  changning district,shanghai,-1,China,200336,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_golden_jade_sunshine_hotel,golden jade sunshine hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d583072-r15241357-Golden_Jade_Sunshine_Hotel-Shanghai.html,1888 zhoujiazui road  yangpu district,shanghai,-1,China,200082,-1,-1,5,3.75,4.0,4.25,3.0,3.75,0.0,3.75,
china_shanghai_jingjiang_inn_shanghai_magnotel,jingjiang inn shanghai magnotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1221364-r46445621-Jingjiang_Inn_Shanghai_Magnotel-Shanghai.html,no.1251 siping road yangpu district,shanghai,-1,China,200092,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_holiday_inn_express_putuo_shanghai,holiday inn express putuo shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d631822-r39901018-Holiday_Inn_Express_Putuo_Shanghai-Shanghai.html,no.843 guangfu west road  putuo district,shanghai,-1,China,200063,-1,-1,16,4.0,3.5454545454545454,3.1818181818181817,2.090909090909091,4.0,0.0,3.3636363636363633,
china_shanghai_pearl_hotel,pearl hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d472374-r7224505-Pearl_Hotel-Shanghai.html,no.212 zhaojiabang road,shanghai,-1,China,200020,-1,-1,3,4.0,4.333333333333333,4.0,3.6666666666666665,4.333333333333333,0.0,4.066666666666666,
china_shanghai_bao_steel_plaza_hotel,bao steel plaza hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1422559-r29445513-Bao_Steel_Plaza_Hotel-Shanghai.html,no.370 pudian road  pudong new area,shanghai,-1,China,200122,-1,-1,1,5.0,5.0,5.0,5.0,5.0,0.0,5.0,
china_shanghai_jinjiang_inn_shanghai_luwan_liyuan,jinjiang inn shanghai luwan liyuan,http://www.tripadvisor.com/ShowUserReviews-g308272-d1050503-r30925894-Jinjiang_Inn_Shanghai_Luwan_Liyuan-Shanghai.html,no.118 mengzi road  luwan district,shanghai,-1,China,200023,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_jinjiang_inn_shanghai_xujing,jinjiang inn shanghai xujing,http://www.tripadvisor.com/ShowUserReviews-g308272-d1448465-r39554195-Jinjiang_Inn_Shanghai_Xujing-Shanghai.html,no.26 jinghua road  xujing town  qingpu district,shanghai,-1,China,201702,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_j_real_residence_suites,j real residence suites,http://www.tripadvisor.com/ShowUserReviews-g308272-d1216248-r31359825-J_Real_Residence_Suites-Shanghai.html,no.110 pudian road  pudong new district,shanghai,-1,China,200122,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_jinjiang_inn_shanghai_zhongshan_park,jinjiang inn shanghai zhongshan park,http://www.tripadvisor.com/ShowUserReviews-g308272-d1050786-r48041576-Jinjiang_Inn_Shanghai_Zhongshan_Park-Shanghai.html,no.546 changning road  changning district,shanghai,-1,China,200051,-1,-1,1,3.0,4.0,3.0,3.0,3.0,0.0,3.2,
china_shanghai_peace_hotel,peace hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d303020-r39544742-Peace_Hotel-Shanghai.html,no.20 nanjing east road,shanghai,-1,China,200002,-1,-1,43,2.5625,2.5,2.75,4.625,2.875,0.0,3.0625,
china_shanghai_jinjiang_inn_shanghai_zhangjiang,jinjiang inn shanghai zhangjiang,http://www.tripadvisor.com/ShowUserReviews-g308272-d1050777-r30924337-Jinjiang_Inn_Shanghai_Zhangjiang-Shanghai.html,no.91 zhangjiang road  pudong new district,shanghai,-1,China,201203,-1,-1,1,3.0,3.0,3.0,4.0,4.0,0.0,3.4,
china_shanghai_an_ting_villa_hotel_shanghai,an ting villa hotel shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d601604-r29295173-An_Ting_Villa_Hotel_Shanghai-Shanghai.html,no.46 anting road   xuhui area,shanghai,-1,China,200031,-1,-1,2,5.0,4.0,4.0,5.0,5.0,0.0,4.6,
china_shanghai_7_days_inn_shanghai_kongjiang_road,7 days inn shanghai kongjiang road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1409626-r48309756-7_Days_Inn_Shanghai_Kongjiang_Road-Shanghai.html,no.1100 kongjiang road  yangpu district,shanghai,-1,China,200092,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_home_inn_shanghai_pudong_airport_north_channel,home inn shanghai pudong airport north channel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1239259-r47214603-Home_Inn_Shanghai_Pudong_Airport_North_Channel-Shanghai.html,no.2682 chuansha huaxia east road,shanghai,-1,China,201200,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_green_tree_inn_shanghai_dabai_tree,green tree inn shanghai dabai tree,http://www.tripadvisor.com/ShowUserReviews-g308272-d1407822-r30924135-Green_Tree_Inn_Shanghai_Dabai_Tree-Shanghai.html,no.35 yixian road  yangpu district,shanghai,-1,China,200437,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_shanghai_qing_pu_hotel,shanghai qing pu hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d597973-r28330093-Shanghai_Qing_Pu_Hotel-Shanghai.html,no.79 chengzhong road  qingpu district,shanghai,-1,China,201700,-1,-1,1,5.0,5.0,5.0,5.0,5.0,0.0,5.0,
china_shanghai_yihao_hotel,yihao hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1402310-r30924116-Yihao_hotel-Shanghai.html,no.1085 huaying road  qingpu district,shanghai,-1,China,201700,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_plaza_royale_oriental_shanghai,plaza royale oriental shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d1163658-r27884664-Plaza_Royale_Oriental_Shanghai-Shanghai.html,no.2288 pudong avenue  new pudong district,shanghai,-1,China,200136,-1,-1,2,5.0,5.0,3.5,2.0,4.0,0.0,3.9,
china_shanghai_jinjiang_inn_shanghai_pudong_airport,jinjiang inn shanghai pudong airport,http://www.tripadvisor.com/ShowUserReviews-g308272-d1050809-r39212663-Jinjiang_Inn_Shanghai_Pudong_Airport-Shanghai.html,no.8 qihang road  pudong international airport  pudong new district,shanghai,-1,China,201202,-1,-1,1,3.0,3.0,3.0,3.0,4.0,0.0,3.2,
china_shanghai_new_asia_hotel,new asia hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d303018-r44168076-New_Asia_Hotel-Shanghai.html,no.422 tiantong road  hongkou district,shanghai,-1,China,200085,-1,-1,36,3.1785714285714284,3.0714285714285716,2.607142857142857,3.5,3.142857142857143,0.0,3.1,
china_shanghai_home_inn_shanghai_ouyang,home inn shanghai ouyang,http://www.tripadvisor.com/ShowUserReviews-g308272-d1048721-r28989630-Home_Inn_Shanghai_Ouyang-Shanghai.html,no.69 jixiang road  hongkou district,shanghai,-1,China,200081,-1,-1,1,4.0,4.0,4.0,4.0,5.0,0.0,4.2,
china_shanghai_hanting_hotel_shanghai_yan_an_west_road,hanting hotel shanghai yan an west road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1407785-r8234648-Hanting_Hotel_Shanghai_Yan_an_West_Road-Shanghai.html,no.1599 yan'an west road  changning district,shanghai,-1,China,200050,-1,-1,2,2.0,2.0,2.0,2.5,2.5,0.0,2.2,
china_shanghai_holiday_inn_express_meilong,holiday inn express meilong,http://www.tripadvisor.com/ShowUserReviews-g308272-d878427-r21690494-Holiday_Inn_Express_Meilong-Shanghai.html,no.2359 yindu road  minhang district,shanghai,-1,China,201108,-1,-1,2,5.0,4.5,4.5,4.5,4.5,0.0,4.6,
china_shanghai_barony_wanyuan_hotel,barony wanyuan hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d573010-r48802729-Barony_Wanyuan_Hotel-Shanghai.html,no.599 pudong avenue  pudong new district,shanghai,-1,China,200120,-1,-1,6,4.0,4.0,3.8333333333333335,3.6666666666666665,4.333333333333333,0.0,3.9666666666666663,
china_shanghai_hanting_express_shanghai_zhongshan_park,hanting express shanghai zhongshan park,http://www.tripadvisor.com/ShowUserReviews-g308272-d1234615-r23321901-Hanting_Express_Shanghai_Zhongshan_Park-Shanghai.html,no.155 wuyi road  changning district,shanghai,-1,China,200050,-1,-1,1,5.0,5.0,4.0,5.0,5.0,0.0,4.8,
china_shanghai_galaxy_hotel,galaxy hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d307402-r49636855-Galaxy_Hotel-Shanghai.html,no.888 zhongshan west road  changning district,shanghai,-1,China,200051,-1,-1,26,3.4761904761904763,3.4761904761904763,3.4285714285714284,3.1904761904761907,3.6666666666666665,0.0,3.4476190476190482,
china_shanghai_baolong_homelike_hotel_wusong,baolong homelike hotel wusong,http://www.tripadvisor.com/ShowUserReviews-g308272-d1048293-r42366081-Baolong_Homelike_Hotel_Wusong-Shanghai.html,55 yongqing road  baoshan district,shanghai,-1,China,200940,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_green_tree_inn_shanghai_zhoujiazui_road,green tree inn shanghai zhoujiazui road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1407823-r30925521-Green_Tree_Inn_Shanghai_Zhoujiazui_Road-Shanghai.html,no.3036 zhoujiazui road  yangpu district,shanghai,-1,China,200090,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_guest_house_of_usst,guest house of usst,http://www.tripadvisor.com/ShowUserReviews-g308272-d1447202-r30925256-Guest_House_of_USST-Shanghai.html,no.400-20 fuxing road  yangpu district,shanghai,-1,China,200023,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_home_inn_shanghai_tangqiao_dongfang,home inn shanghai tangqiao dongfang,http://www.tripadvisor.com/ShowUserReviews-g308272-d1464577-r46445544-Home_Inn_Shanghai_Tangqiao_Dongfang-Shanghai.html,no.601 eshan road  pudong new district,shanghai,-1,China,200127,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_jinjiang_inn_shanghai_baoshan_shengqiao,jinjiang inn shanghai baoshan shengqiao,http://www.tripadvisor.com/ShowUserReviews-g308272-d1050877-r31307550-Jinjiang_Inn_Shanghai_Baoshan_Shengqiao-Shanghai.html,no.3 lane 5575  yunchuan road  baoshan district,shanghai,-1,China,200942,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_minya_hotel,minya hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1464564-r50254222-Minya_Hotel-Shanghai.html,no.500 gushan road  pudong new district,shanghai,-1,China,200233,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_motel_168_shanghai_sinan_road,motel 168 shanghai sinan road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1308444-r30925028-Motel_168_Shanghai_Sinan_Road-Shanghai.html,no.113 sinan road,shanghai,-1,China,200023,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
